131	2	-4.3	53	1
99	3	-4.8	52	1.6
71	4	-5.3	53	2.4
84	5	-5.8	56	2
158	6	-6	56	3.5
387	7	-6.5	57	0.8
780	8	-7	59	0.8
395	9	-6.7	50	0.9
261	10	-5.3	44	2.8
310	11	-3.7	39	1.4
355	12	-2	30	1.4
354	13	-1.7	28	1.8
350	14	-1.3	27	3.1
362	15	-0.8	26	3.3
401	16	-1.1	24	3.4
500	17	-2.4	30	2.7
752	18	-3.1	33	1.2
477	19	-3.3	35	1.1
384	20	-3.3	34	1.5
336	21	-3.3	35	0.5
347	22	-3.4	39	1.2
275	23	-3.5	43	0.9
267	0	-3.5	48	0.9
296	1	-4.1	49	0.6
237	2	-4.7	50	0.7
169	3	-4.3	47	0.6
96	4	-4.3	49	0.7
56	5	-4.7	49	0.8
76	6	-5.1	53	0.9
127	7	-5.5	56	0.8
222	8	-5.4	56	0.7
291	9	-4.7	48	1
273	10	-2.2	42	1.3
351	11	0	45	1.1
427	12	2.4	40	0.8
431	13	3.9	36	2
486	14	4.7	32	2.2
569	15	5.2	30	2
546	16	4.4	33	1.6
481	17	3.5	37	1.8
384	18	2.5	41	1
275	19	1.5	48	0.4
298	20	0.8	51	1.4
321	21	-0.1	55	0.7
289	22	-0.5	55	0.6
265	23	-0.1	54	1.3
326	0	-0.2	55	1
280	1	-0.2	54	0.5
243	2	0.2	52	0.7
169	3	0.3	53	0.5
71	4	0.4	52	1.6
13	5	0.3	74	1
9	6	-0.5	90	0.9
20	7	-0.4	92	1.1
35	8	-0.2	90	1.2
31	9	0.2	90	1
19	10	0.5	91	0.4
58	11	0.9	92	0.9
119	12	2.3	88	0.3
182	13	3.3	87	1.1
235	14	4.2	85	0.7
180	15	6.7	63	4.5
214	16	5.4	71	3.5
226	17	3.6	65	4.3
210	18	2	61	3
181	19	1.6	53	4
165	20	0.6	57	3.9
167	21	0	59	3
152	22	-1	56	4.7
148	23	-1.4	43	4.3
125	0	-2.5	39	3.4
111	1	-3.4	36	3.8
67	2	-4.2	35	3.4
45	3	-4.7	38	2.4
44	4	-5.2	35	3.2
86	5	-5.6	38	3.2
136	6	-5.9	39	2.9
325	7	-6	39	3.1
653	8	-6	38	3.6
326	9	-5.9	36	5.1
212	10	-5.3	32	4.5
226	11	-4.7	36	3.8
247	12	-5.2	33	4.6
241	13	-5.4	32	5.1
253	14	-5.4	31	4.1
269	15	-5.5	33	4.5
277	16	-6	40	4
361	17	-7.1	44	4.2
557	18	-7.9	43	3.3
371	19	-8.6	45	3.9
254	20	-9.3	49	3.8
266	21	-9.7	51	2.5
222	22	-10.2	50	3
174	23	-10.7	53	1.2
133	0	-11	51	1.1
127	1	-11.2	51	1.1
95	2	-11.5	50	0.7
54	3	-11.6	50	2.2
46	4	-11.6	47	2.1
65	5	-11.6	45	2.8
104	6	-11.8	47	2.5
280	7	-12.1	50	2.3
580	8	-12.3	52	1.3
275	9	-11.8	46	2.9
184	10	-10.5	45	3.3
201	11	-9.4	42	3.1
228	12	-8.3	35	2.9
225	13	-6.9	37	2.4
258	14	-5.4	32	2
250	15	-5.8	30	2.8
248	16	-6	29	2.8
305	17	-7	32	2.6
529	18	-7.7	36	1
350	19	-8.2	43	1.1
260	20	-8.4	42	1
270	21	-8.8	43	1.4
256	22	-9	45	1.3
173	23	-9.3	47	2.1
168	0	-9.5	48	1.3
183	1	-10.2	52	1.6
120	2	-10.4	53	1.8
79	3	-10.9	55	1.8
41	4	-11.4	58	1.3
68	5	-11.5	58	1.1
109	6	-11.9	57	1.1
310	7	-11.7	53	1.6
591	8	-11.4	47	3.3
340	9	-11.1	46	3.4
202	10	-9.5	39	2.1
251	11	-8.1	35	1.8
267	12	-6.5	30	2.9
251	13	-5.8	28	2.9
240	14	-4.7	27	2.9
240	15	-4.9	26	3.1
278	16	-4.5	26	2.2
392	17	-5.6	29	1.7
537	18	-6.6	33	1.1
373	19	-6.6	31	1.6
263	20	-7.6	35	0.8
271	21	-8.3	39	1
271	22	-8.9	39	0.1
174	23	-9.2	44	0.4
171	0	-9.5	50	0.6
170	1	-9.8	48	0.8
107	2	-10.6	44	0.8
80	3	-10.7	48	0.4
52	4	-11	50	0.8
62	5	-10.8	48	0.8
108	6	-11	55	0.8
279	7	-10.9	57	1.1
621	8	-10.4	54	1.1
305	9	-9.4	44	0.5
189	10	-7.7	43	0.9
247	11	-6.1	38	1
278	12	-4.9	34	1.3
282	13	-3.8	32	0.9
294	14	-2.7	28	0.7
301	15	-2.5	29	1.1
335	16	-2.4	28	0.9
382	17	-2.9	31	0.6
612	18	-3.5	35	1.1
410	19	-4.2	40	0.9
277	20	-4.8	43	1.1
316	21	-4.8	45	0.8
309	22	-4.9	44	1.1
211	23	-5.6	53	1.2
227	0	-5.7	53	0.6
241	1	-6.3	57	0.4
162	2	-6.8	58	0.4
110	3	-6.9	56	0.5
69	4	-7.1	59	0.8
68	5	-7.5	64	0.9
129	6	-7.4	64	0.7
285	7	-7	63	0.6
658	8	-6.6	64	1.1
330	9	-5.9	60	0.6
221	10	-4.6	52	0.8
279	11	-2.9	46	1
309	12	-2.5	43	0.7
325	13	-1.6	40	0.3
329	14	-0.7	39	0.8
342	15	0.1	35	1.5
354	16	0	37	0.6
464	17	-0.2	39	0.8
682	18	0.1	43	0.9
451	19	0.6	41	1.2
320	20	0.9	42	1.2
300	21	0.7	47	2.7
296	22	-0.1	49	2
247	23	-1.3	60	2.5
217	0	-2.6	73	3.4
302	1	-3.4	76	2.9
228	2	-4.1	73	2.1
129	3	-4.5	71	1.6
80	4	-5	70	2.7
45	5	-5.6	72	2
66	6	-6.1	69	2.9
90	7	-6.7	64	2.1
190	8	-7.3	62	2.6
195	9	-7.2	47	2.8
201	10	-6.2	42	2.3
239	11	-5.2	30	4
252	12	-4.1	28	3.8
296	13	-3.7	23	4
292	14	-3.4	22	4.3
291	15	-3.3	22	5
258	16	-3.3	24	3.5
277	17	-4.6	26	2.6
212	18	-5.3	28	3.5
173	19	-6	32	2.4
143	20	-6.6	37	3.4
159	21	-7.1	39	3.2
155	22	-7.6	41	1.6
142	23	-8	41	2.2
175	0	-8.1	41	2
146	1	-8.4	40	1.6
132	2	-8.7	40	2.8
100	3	-9	40	3.1
41	4	-9.5	40	1.9
31	5	-9.7	41	3.1
39	6	-9.9	42	2.3
53	7	-10.2	42	2.3
94	8	-10.7	43	0.9
122	9	-10.5	38	1.1
142	10	-8.5	31	1.5
189	11	-7.2	29	1.8
216	12	-4.9	25	2.6
223	13	-4.5	25	3.2
268	14	-3.2	26	3.1
278	15	-2.5	28	2
256	16	-2.7	31	2.3
266	17	-3.8	35	2.4
204	18	-4.7	37	1.8
157	19	-5.6	39	1.1
166	20	-6	42	0.8
168	21	-6.5	45	0.7
172	22	-6.6	50	0.6
138	23	-6.9	53	0.7
151	0	-5.9	50	0.6
97	1	-5.3	48	0.4
38	2	-5	65	0.4
32	3	-5.3	76	1
29	4	-5.4	81	0.7
27	5	-5.3	81	0.9
45	6	-5.2	85	0.9
96	7	-5	85	0.7
146	8	-4.6	86	1.2
52	9	-4.3	89	1
36	10	-3.7	87	1
44	11	-2.9	85	1.2
62	12	-1.8	83	1.2
76	13	-0.9	84	1.2
116	14	0.5	76	0.9
137	15	1.6	73	0.9
181	16	1.8	76	0.8
175	17	0.4	84	0.8
281	18	0	88	0.6
198	19	1.3	65	1.1
165	20	3.3	65	3.2
148	21	2.8	73	2.4
160	22	1.5	82	2.4
128	23	0.1	81	2.9
122	0	-1	73	2.3
122	1	-2	72	0.8
93	2	-2.7	72	0.9
55	3	-2.8	58	1.6
39	4	-2.9	59	1.8
55	5	-3.9	66	0.7
78	6	-4.3	70	1.6
165	7	-4.4	64	2.8
390	8	-5.2	58	2.2
199	9	-5.3	48	2.6
151	10	-4.6	41	2.8
174	11	-3.5	35	2.2
191	12	-2.5	31	2.6
189	13	-2.2	25	3.2
178	14	-2.2	23	3.7
195	15	-1.3	26	3
211	16	-1.8	31	3.1
256	17	-2.7	35	1.8
384	18	-3.8	42	3.3
276	19	-4.5	51	2
225	20	-4.9	55	2
224	21	-5	57	1.9
213	22	-5.5	56	1.5
149	23	-5.8	57	1.7
142	0	-6.5	63	1.5
172	1	-7.3	67	1.1
108	2	-7.8	68	0.9
71	3	-8.1	70	1.3
38	4	-8.5	73	1
56	5	-8.3	67	0.9
97	6	-8.2	66	0.9
213	7	-8.1	67	0.9
466	8	-7.8	65	1.1
239	9	-6.7	62	1.1
162	10	-5.4	56	1.1
204	11	-4.2	51	1.1
209	12	-3.2	49	1.3
228	13	-1.3	43	1
243	14	-0.5	44	1
240	15	-0.2	45	1
225	16	-0.5	48	1.1
237	17	-0.9	70	1.1
329	18	-1.4	79	1.6
190	19	-1.5	81	1.8
165	20	-1.9	86	0.9
197	21	-2	83	1.2
184	22	-1.6	82	0.4
153	23	-1.1	87	1.4
166	0	-1.3	90	2
189	1	-1.8	90	1.6
132	2	-2.2	88	1.4
79	3	-2.9	89	1.3
58	4	-3.6	91	1.2
49	5	-4.3	91	1.5
84	6	-4.8	91	1.1
178	7	-5.3	90	1.1
423	8	-5.6	89	0.9
265	9	-5.3	88	0.4
169	10	-3	71	0.7
243	11	-0.7	62	0.7
290	12	1.9	40	2
285	13	3.2	42	1.8
255	14	4.3	47	2.3
316	15	4.4	46	1.4
301	16	4.1	51	1.8
366	17	2.9	60	1.3
531	18	1.7	64	1.3
355	19	0.8	71	0.9
288	20	0.2	72	0.7
248	21	-0.4	74	0.6
252	22	-1.1	78	0.6
212	23	-1.5	79	0.6
196	0	-1.7	79	0.5
250	1	-1.6	79	0.6
161	2	-1.1	79	0.7
99	3	-0.6	76	0.5
64	4	-0.3	76	0.9
76	5	-0.2	73	0.8
114	6	-0.1	71	0.8
283	7	-0.3	72	0.7
544	8	-0.4	69	0.5
298	9	0.3	67	0.7
248	10	1.4	64	1
278	11	3.1	57	0.8
301	12	4.5	56	0.8
320	13	5.4	55	1.2
326	14	5.9	55	0.6
386	15	6.5	55	0.9
416	16	6	58	0.7
477	17	5.4	61	1.3
671	18	4.9	63	0.6
481	19	5.2	64	0.7
323	20	5.9	67	1.3
309	21	6.1	70	2.2
314	22	6.1	70	2.7
249	23	5.8	74	2.5
282	0	5.8	75	1.9
337	1	5.7	75	1.7
312	2	5.6	76	1.6
230	3	5.4	77	1.6
120	4	5.3	79	0.9
59	5	5	81	1.2
63	6	5.1	81	1.3
99	7	5.1	82	0.7
188	8	5.1	83	0.9
239	9	5.2	84	0.7
235	10	5.4	82	1.2
282	11	5.7	81	1.1
325	12	7	72	1.9
423	13	7.7	68	1
405	14	8.6	63	1.6
443	15	8.6	64	1.5
473	16	8.2	64	1
453	17	7.7	67	0.9
340	18	6.6	73	0.4
260	19	6	76	1.1
258	20	5.9	75	1.5
279	21	5.6	77	0.9
282	22	5.3	79	0.6
237	23	5.5	80	0.6
266	0	5.6	78	0.6
251	1	5.6	78	0.5
196	2	5.4	80	0.9
149	3	5.2	82	0.8
79	4	5.2	82	0.7
44	5	5.1	82	0.6
12	6	4.9	84	1.3
3	7	4.7	89	1.1
4	8	4.6	91	1.7
3	9	4.6	94	0.9
4	10	4.8	96	0.6
9	11	4.6	95	0.8
4	12	4.1	91	0.8
7	13	3.7	90	0.7
28	14	3.3	90	2.5
38	15	2.9	90	2
54	16	2.3	91	3.3
104	17	2.2	86	2.6
128	18	1.9	82	4.3
132	19	1.1	68	4.4
116	20	0.6	67	3.3
145	21	0.4	69	3.5
110	22	0.2	69	2.7
128	23	0	63	3.2
160	0	-0.6	64	2.4
132	1	-1.2	57	4.3
115	2	-1.8	53	4.1
100	3	-2.3	52	3.4
72	4	-3	51	3.2
32	5	-3.7	51	2.6
59	6	-4.1	50	3
61	7	-4.6	46	2.8
94	8	-4.9	44	3
107	9	-4.6	40	3.5
133	10	-3.7	35	3.7
179	11	-2.8	35	2.9
221	12	-1.6	33	2.5
244	13	-1.5	33	3.8
274	14	-0.4	31	2
319	15	0.4	28	2.5
272	16	0.4	27	2
260	17	-0.7	29	2
237	18	-1.6	33	2
184	19	-1.8	41	2.1
181	20	-2.1	49	1.7
185	21	-1.7	51	1.7
176	22	-1.3	53	1.7
169	23	-1	55	1.9
178	0	-1.4	58	1
127	1	-1.5	62	1.3
85	2	-2.1	69	1
72	3	-2.6	70	1
49	4	-2.6	72	1.4
65	5	-2.9	77	0.8
120	6	-2.8	73	0.7
296	7	-2.9	73	1.9
578	8	-2.7	68	2.2
293	9	-2.8	52	2.9
180	10	-2.2	36	4.1
250	11	-2.1	28	4.9
262	12	-1.3	23	4
262	13	-2	15	4.7
271	14	-1.6	20	4.3
246	15	-1.9	17	5
282	16	-1.9	17	3.3
350	17	-3.6	20	3.7
481	18	-4.7	23	3.4
317	19	-5.4	27	3
252	20	-6.1	32	4.7
220	21	-6.6	39	3.2
213	22	-7.2	38	3.1
156	23	-7.5	37	3.1
133	0	-7.9	37	2.2
142	1	-8.2	39	1.8
93	2	-8.6	37	1.5
81	3	-9.1	37	1
55	4	-9.1	33	2.3
66	5	-9.4	36	1.9
105	6	-9.8	37	1.7
262	7	-10.1	38	2.3
502	8	-10.2	35	1.8
279	9	-9.8	33	2
146	10	-8.5	29	2.4
213	11	-6.8	28	2.1
230	12	-5.5	21	2.1
258	13	-4.7	18	3.7
231	14	-4	18	2.4
228	15	-3.1	16	2.2
269	16	-3.2	23	2.7
314	17	-4.2	26	2.2
466	18	-5.2	32	2.2
315	19	-5.5	31	2.1
262	20	-5.9	34	0.9
242	21	-6.4	34	1.2
243	22	-6.4	36	1.3
216	23	-6.3	39	0.9
164	0	-6.5	41	1.7
169	1	-6.6	39	1.4
163	2	-6.6	34	1.8
86	3	-6	32	2.5
50	4	-5.8	32	1.6
61	5	-5.7	28	1.2
103	6	-5.5	24	0.5
257	7	-5	31	0.5
554	8	-4.7	30	0.6
326	9	-4.3	38	0.7
225	10	-3.4	33	1.3
288	11	-2.1	34	1
286	12	-0.8	38	1
301	13	0.8	46	1.4
311	14	0.8	55	1.8
303	15	0.4	57	2.4
390	16	0.3	57	2.3
407	17	0.2	58	2
552	18	-0.6	62	1.6
402	19	-0.4	62	0.9
319	20	-0.3	62	1.3
332	21	-0.2	62	0.6
285	22	0	63	1.3
260	23	0.1	63	1.1
233	0	0.2	63	0.7
269	1	0.3	63	0.7
210	2	0.5	63	1
135	3	0.6	64	0.4
85	4	0.6	65	0.4
67	5	0.7	66	0.7
128	6	0.8	68	0.6
289	7	0.9	67	0.6
636	8	1	68	0.6
353	9	1.2	67	0.2
252	10	1.9	65	0.3
317	11	3.1	62	1.1
363	12	4.3	62	1.6
370	13	5.2	58	2.5
419	14	5.7	54	3.5
426	15	5.7	53	2.7
504	16	5.4	56	2.2
534	17	4.5	59	1.6
574	18	3.6	62	1.4
395	19	2.7	68	1.2
292	20	1.7	73	0.5
282	21	1	77	1.5
294	22	0.8	77	1.4
236	23	0.3	80	0.8
240	0	-0.4	83	1.2
234	1	-0.5	83	0.7
192	2	-0.9	84	0.6
127	3	-1.1	83	0.8
86	4	-1.1	83	0.7
52	5	-1.2	81	0.8
62	6	-1.1	81	1
88	7	-0.7	79	0.7
162	8	-0.4	78	0.5
224	9	0.2	76	1.3
208	10	0.8	73	0.5
237	11	2	69	1
274	12	3.2	64	0.8
333	13	4	62	1
356	14	4.3	60	1.2
337	15	4.3	61	0.7
345	16	4.1	63	0.7
183	17	3.8	64	0.9
45	18	3	84	1.7
40	19	2.3	89	0.6
66	20	1.9	90	0.9
64	21	1.8	92	1.1
30	22	1.8	92	1.2
42	23	1.4	92	1.9
43	0	0.9	95	1.8
43	1	0.5	95	2.1
65	2	0.4	95	1.7
65	3	0.3	91	2
32	4	-0.2	87	3.5
22	5	-0.8	85	2.8
25	6	-1.3	84	2.4
39	7	-1.8	86	1.7
84	8	-2.1	86	1.4
103	9	-1.9	82	1.6
110	10	-0.5	73	1.7
142	11	0.8	62	2.8
209	12	1.4	47	4.5
267	13	2.5	36	3.7
262	14	3	28	3.8
300	15	3.1	25	3.9
272	16	2.7	26	2.7
240	17	1.7	30	2.9
215	18	0.7	31	2.3
163	19	0	31	2.2
161	20	-1	32	0.9
179	21	-1.6	35	1
155	22	-2.1	36	1.7
227	23	-2.6	40	0.6
206	0	-3.2	40	0.5
230	1	-3.3	41	0.7
178	2	-3.7	42	0.9
119	3	-4	44	1
62	4	-4.2	53	1.1
61	5	-4.4	54	0.8
65	6	-4.5	51	1.1
81	7	-4.7	56	1.1
89	8	-5	55	1
121	9	-4.3	39	0.7
139	10	-1.6	32	0.8
169	11	0.1	27	2.2
225	12	1.5	20	2.8
248	13	2.4	22	2.3
298	14	3.7	24	2.1
344	15	3	27	2.9
310	16	3	28	2.5
271	17	1.8	33	3.3
218	18	0.8	34	1.9
125	19	-0.1	39	1.3
206	20	-0.3	40	1.2
203	21	-0.9	44	1.2
168	22	-1.3	48	0.8
154	23	-1.6	51	0.7
148	0	-1.8	54	1.1
108	1	-2.1	56	0.8
69	2	-2.3	62	0.9
41	3	-2.5	62	0.4
31	4	-2.7	67	0.5
58	5	-3.1	67	0.6
139	6	-3.2	67	0.4
344	7	-3.2	69	0.5
655	8	-3.4	71	0.8
315	9	-3.1	66	0.2
208	10	-1.4	50	1.9
269	11	-0.4	40	2.3
293	12	0.9	29	1.9
273	13	1.5	23	3.6
302	14	1.7	20	4.4
295	15	1.5	22	3
320	16	1.3	23	2.9
373	17	0.3	27	2.6
675	18	-0.8	24	2.3
403	19	-1.3	28	2.4
364	20	-1.9	26	2.2
304	21	-2.6	28	2
273	22	-3.4	33	2.4
186	23	-3.8	35	2.3
160	0	-4.3	38	1.4
130	1	-5	42	1.2
110	2	-5.5	43	2
67	3	-6.1	45	1.3
43	4	-6.1	45	2.3
67	5	-6.4	47	2.4
137	6	-6.7	48	2.4
308	7	-6.9	48	2.4
670	8	-7	49	1.5
342	9	-6.8	44	1.7
213	10	-5.6	38	2.9
267	11	-4.5	36	3.2
297	12	-3.4	32	3.1
279	13	-2.2	31	2.3
270	14	-1.5	30	2.8
286	15	-1.1	29	2.8
299	16	-0.4	30	2
382	17	-1.9	35	1.8
637	18	-3.1	39	2.1
431	19	-3.7	41	2
294	20	-3.9	44	2.5
335	21	-4.3	47	2.8
291	22	-5.2	53	1.3
197	23	-5.9	54	0.8
159	0	-6.3	54	1.4
150	1	-6.9	56	2.3
123	2	-7.3	57	2
57	3	-7.4	54	1.7
38	4	-7.5	55	1.3
66	5	-7.6	49	1.3
120	6	-7.6	47	2.3
302	7	-8.1	51	0.5
646	8	-8.6	55	0.6
340	9	-7.9	48	1.2
197	10	-6.4	43	1
264	11	-4.4	40	0.8
290	12	-2.9	33	0.9
284	13	-2	32	1
262	14	-0.8	32	1.4
281	15	-1.2	31	0.8
309	16	-1.4	34	1.8
397	17	-2.1	37	1.4
603	18	-2.6	38	1.4
417	19	-2.7	39	1.4
311	20	-2.8	39	1.7
310	21	-3.1	41	2
306	22	-3.6	46	1.3
221	23	-4	48	1.5
202	0	-4.7	52	1.8
170	1	-5.1	51	1.5
118	2	-5.3	52	1.6
67	3	-5.5	56	1.1
47	4	-5.1	55	1.7
75	5	-5.1	55	1.5
123	6	-5.1	54	1.3
327	7	-5.3	53	1.1
665	8	-5.3	51	1
354	9	-4.7	49	1.2
232	10	-3.3	50	1.3
308	11	-0.7	45	1.5
362	12	-0.3	45	2.2
312	13	0.9	43	2
343	14	1.4	41	2
333	15	1.5	34	2.8
329	16	1	34	2.9
446	17	-0.6	45	3.3
635	18	-1.8	44	2.2
443	19	-2.5	49	0.6
322	20	-3.4	51	1.1
284	21	-3.5	53	0.9
281	22	-3.8	53	1.3
189	23	-3.6	50	1.9
184	0	-4.3	52	1.6
222	1	-4.8	54	1.2
176	2	-5.5	56	1.4
103	3	-5.6	56	1
61	4	-5.9	61	1.1
48	5	-6.1	64	1
69	6	-6.5	67	0.7
105	7	-6.6	65	1
186	8	-6.5	62	1.1
221	9	-5.8	49	1.4
204	10	-3.5	39	2
245	11	-1.6	35	2.1
283	12	0	35	2.3
356	13	0.9	28	2.4
370	14	1.8	29	2
373	15	2.3	27	2.2
352	16	2.7	27	2.2
354	17	1.1	31	1.7
271	18	-0.6	37	1.6
207	19	-1.2	37	1.2
189	20	-2.1	41	1.1
214	21	-2.5	47	0.8
218	22	-2.6	47	1.6
169	23	-3.2	50	0.8
192	0	-3.8	48	0.7
162	1	-3.9	51	0.2
128	2	-4.4	53	0.3
102	3	-4.8	56	0.6
62	4	-5.1	60	0.7
40	5	-5.6	58	0.7
38	6	-5.5	52	0.7
60	7	-5.6	58	0.9
122	8	-5.3	53	1.1
143	9	-3.8	49	1.6
179	10	-1.8	40	1.8
214	11	0.5	35	1.4
278	12	1.1	34	0.9
265	13	1.4	34	0.8
331	14	1.9	32	0.7
368	15	2.7	31	0.9
333	16	2.6	32	1
349	17	2.3	33	0.2
270	18	1.8	34	1.2
246	19	1.6	35	1
233	20	1.3	38	0.4
236	21	1.2	39	0.6
214	22	1.1	40	0.5
149	23	1.1	39	0.6
149	0	0.9	42	1.1
109	1	0.9	42	0.2
77	2	0.8	42	0.5
53	3	0.9	43	0.4
46	4	1	43	0.8
67	5	0.8	42	1
159	6	0.8	45	0.7
374	7	0.7	44	0.8
701	8	0.7	45	0.7
387	9	0.8	47	0.9
253	10	1.3	43	0.8
278	11	1.7	37	0.6
356	12	2.7	33	2.7
303	13	3	32	1.6
349	14	3.4	31	1.4
318	15	3.9	33	1.8
353	16	3.5	36	1.7
385	17	2.7	50	2.8
316	18	1.5	70	2.5
127	19	0.9	88	1.6
144	20	1	89	1.9
146	21	0.7	77	6.7
149	22	0.1	68	4.6
112	23	-0.6	62	4.2
100	0	-1.2	67	4.6
107	1	-1.9	69	5
75	2	-2.9	66	3.3
52	3	-3.4	67	3.2
38	4	-4.3	59	4.4
52	5	-5.1	48	3.2
126	6	-5.6	52	3.7
245	7	-5.9	57	3.1
554	8	-6	64	3.2
320	9	-6	61	2.5
190	10	-4.8	57	3
247	11	-3.9	51	4.5
262	12	-2.7	45	2.4
265	13	-2.6	45	4
265	14	-1.8	45	3.7
257	15	-2.4	51	4.6
262	16	-2.4	56	3.3
332	17	-2.9	66	3.6
558	18	-3.8	58	1.7
364	19	-4.5	57	0.6
302	20	-4.9	59	0.6
281	21	-4.8	59	0.9
166	22	-4.2	67	1.6
80	23	-4.9	80	0.7
61	0	-5.2	82	0.8
78	1	-5.6	75	1.7
63	2	-5.7	72	1.2
40	3	-6.1	70	1.1
31	4	-6.6	72	2.2
39	5	-7.3	75	1.6
84	6	-7.7	74	1.1
158	7	-8	70	1.8
387	8	-7.9	67	2.6
225	9	-7.7	62	3.6
150	10	-6.9	53	3.2
168	11	-6.4	49	4.5
217	12	-5.6	44	4.5
207	13	-5.1	43	4.7
177	14	-5.3	37	5.3
193	15	-5.3	33	4.8
196	16	-5.4	30	3.9
266	17	-6.5	34	4
437	18	-7.8	32	4.5
259	19	-8.5	35	2.9
207	20	-8.9	41	2.3
214	21	-9.4	47	2
165	22	-9.7	51	2.8
